# _root_ " Ko ste bili vi mladi , smo bili mi vsi še na drevesih , " je rekel gostilničar in namignil drugim gostom .
#goldHeads=9,9,4,2,4,4,2,9,18,9,10,14,9,13,9,9,18,20,18,0,20,23,21,0,
#predictedHeads=2,0,4,2,2,2,2,9,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,0,
(11,16),(16,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),0.627577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.620896 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.643739 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.699829 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.670378 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.667973 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.636765 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.616881 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.589087 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.6379 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),0.591641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),0.610244 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),0.579832 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),0.221448 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),0.629107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.621484 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.647993 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.704381 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.671363 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.623908 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.640377 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.620058 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.591189 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.641513 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.592325 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),0.613421 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),0.581074 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),0.221448 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),0.629107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.621484 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.647993 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.704381 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.671363 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.623908 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.692727 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.620058 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.591189 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.641513 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.592325 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),0.613421 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),0.581074 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),0.22133 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),0.628183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.620896 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.643586 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.699708 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.676528 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.625845 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.679358 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.647788 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.590798 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.637326 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.591794 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),0.612647 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),0.580506 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),0.22133 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),0.627577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.620896 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.646285 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.701541 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.681368 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.628265 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.68226 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.651051 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.629467 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.642706 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.591641 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.612799 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),0.580069 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),0.221448 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),0.629107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.621484 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.647993 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.704381 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.671363 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.623908 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.692727 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.656621 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.632307 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.600501 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.592325 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),0.613421 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),0.581074 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),0.22133 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),0.627577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),0.620896 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.643586 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.699002 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.670072 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.622617 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),0.678273 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),0.647065 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),0.626928 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.599809 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.6482 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),0.609416 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),0.579832 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),0.22133 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),0.628183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),0.620896 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),0.643586 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.699708 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.676528 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.625845 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),0.679358 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.647788 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),0.627634 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),0.600045 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),0.648923 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),0.603121 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),0.580506 # DEPENDENCYPART_GRANDPAR
(11,24),(24,1),0.224181 # DEPENDENCYPART_GRANDPAR
(11,24),(24,2),0.22133 # DEPENDENCYPART_GRANDPAR
(11,24),(24,3),0.228697 # DEPENDENCYPART_GRANDPAR
(11,24),(24,4),0.235403 # DEPENDENCYPART_GRANDPAR
(11,24),(24,5),0.238547 # DEPENDENCYPART_GRANDPAR
(11,24),(24,6),0.544809 # DEPENDENCYPART_GRANDPAR
(11,24),(24,7),0.225977 # DEPENDENCYPART_GRANDPAR
(11,24),(24,8),0.234216 # DEPENDENCYPART_GRANDPAR
(11,24),(24,9),0.234099 # DEPENDENCYPART_GRANDPAR
(11,24),(24,10),0.239267 # DEPENDENCYPART_GRANDPAR
(11,24),(24,11),0.627577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,24),(24,12),0.620896 # DEPENDENCYPART_GRANDPAR
(11,24),(24,13),0.643739 # DEPENDENCYPART_GRANDPAR
(11,24),(24,14),0.699829 # DEPENDENCYPART_GRANDPAR
(11,24),(24,15),0.670378 # DEPENDENCYPART_GRANDPAR
(11,24),(24,16),0.62277 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),0.679 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),0.647792 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),0.627755 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.600045 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),0.648927 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),0.602515 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),0.621118 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.267055 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.274868 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.277538 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.268586 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.292718 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.272157 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.277576 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.296886 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.272035 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.274829 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,1),(1,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.260604 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.27661 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.279127 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.268586 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.288662 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.283155 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.279318 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.298475 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.272035 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.274829 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.261971 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.258912 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.286214 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.270116 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.288815 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.273142 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.286405 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.305562 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.273565 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.276359 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),0.590891 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),0.565988 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),0.548946 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,3),(3,23),0.564738 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.261971 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.258912 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.267725 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.270116 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.288968 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.273142 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.286524 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.305681 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.273565 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.276359 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),0.590891 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),0.565988 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),0.548946 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),0.564738 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.260368 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.256063 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.263267 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.265784 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.288662 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.271852 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.276849 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.296006 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.272035 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.274829 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.260368 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.256063 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.263267 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.265784 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.257711 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.271852 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.276849 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.296006 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.272035 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.274829 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.584233 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.260368 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.256368 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.264415 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.266932 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.257711 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.285898 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.278303 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.297766 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.272035 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.274829 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.261971 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.258912 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.267454 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.269971 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.258396 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.27904 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.262219 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.305562 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.273565 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.276359 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),0.590891 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),0.565988 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),0.548946 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),0.564738 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),0.545116 # DEPENDENCYPART_GRANDPAR
