# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(4,10),(10,1),0.296672 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.260091 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),0.289947 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),0.706808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.713835 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.711396 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.782544 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.747159 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.766596 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.706733 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.748538 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.700586 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.711033 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.692007 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),0.296672 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.260091 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.289947 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),0.695512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.713835 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.711396 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.778496 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.747159 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.755301 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.736198 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.743159 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.699119 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.707651 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.691771 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),0.296909 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),0.260328 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),0.290184 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),0.702376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.719867 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.717428 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.787824 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.7545 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.762165 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.743849 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.72663 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.707522 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.716727 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.697542 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),0.296672 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),0.260091 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),0.289947 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),0.695818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.71414 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.711702 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.778801 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.747465 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.755606 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.736503 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.718386 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.754033 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.711438 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.691771 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),0.296672 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),0.260091 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.289947 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),0.701968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.720506 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.718067 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.778496 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.747765 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.761757 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.736434 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.719048 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.754451 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.711014 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.694469 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),0.296672 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),0.260091 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),0.289947 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),0.695818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.71789 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.715452 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.778649 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.747159 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.755606 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.736435 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.718081 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.754455 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.711167 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.719353 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.303128 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.322642 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.313049 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),0.690976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.709876 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),0.675137 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),0.715541 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),0.708675 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),0.67558 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),0.672406 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),0.722905 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),0.65448 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),0.804588 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),0.641225 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.297054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.308189 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.311759 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),0.690976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.709876 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.675137 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.715541 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),0.708675 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),0.675462 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),0.672406 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),0.722905 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),0.65448 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),0.804382 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),0.641225 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.301241 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.290514 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.313049 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),0.690976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.709876 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),0.675137 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.715541 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),0.708675 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),0.67558 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),0.672406 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),0.722905 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),0.65448 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),0.804588 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),0.641225 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.298203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.289751 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.298463 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),0.690976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.709876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.675137 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.715541 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),0.708675 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),0.675462 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),0.672406 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),0.722905 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),0.65448 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),0.804382 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),0.641225 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),0.751392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.725419 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.765083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.758217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.725309 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.721948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.772446 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.704761 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.854825 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.690766 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),0.752174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.771074 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.767086 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.759271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.728666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.723951 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.773501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.705075 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.860569 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.69182 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),0.751392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.770292 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.735553 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.758217 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.725309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.721948 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.772446 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.704021 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.854825 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.690766 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),0.759503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.778403 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.735858 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.775957 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.725614 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.721948 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.773595 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.704021 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.855806 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.690766 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),0.751392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.770292 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.739601 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.775957 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.780386 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.721948 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.777826 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.705489 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.858208 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.691003 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),0.751392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.770292 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.735553 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.775957 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.769091 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.736552 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.772446 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.704021 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.854825 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.690766 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),0.751545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.770445 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.738396 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.777487 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.770381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.737245 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.735325 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.706747 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.85883 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.692008 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),0.752174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.771074 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.736335 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.776739 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.769873 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.737334 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.733604 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.784102 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.860569 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.69182 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),0.758063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.776963 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.735553 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.776563 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.775547 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.736789 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.733789 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.784044 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.714896 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.691441 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),0.247513 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),0.240209 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),0.247773 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),0.251343 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),0.755448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.774348 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.735706 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.775957 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.769396 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.736789 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.732822 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.784048 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.715048 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.866407 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.300956 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.344477 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.311134 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.321221 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),0.629723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.616322 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),0.611896 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),0.651113 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),0.615349 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),0.592568 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),0.662874 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),0.593347 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),0.744783 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),0.582049 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.298124 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.330024 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.309844 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.321068 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),0.629723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.616322 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),0.611896 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),0.651113 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),0.61523 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),0.592568 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),0.662874 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),0.593347 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),0.744577 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),0.582049 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.302311 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.288342 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.311134 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.321221 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),0.629723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.616322 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),0.611896 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),0.651113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),0.615349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),0.592568 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),0.662874 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),0.593347 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),0.744783 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),0.582049 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.299272 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.287579 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.320298 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.329179 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),0.629723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.616322 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.611896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.651113 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),0.61523 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),0.592568 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),0.662874 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),0.593347 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),0.744577 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),0.582049 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.298124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.287579 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.31915 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.298969 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),0.629723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.616636 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.611896 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.651113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.61523 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),0.592568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),0.662874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),0.593661 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),0.744577 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),0.582049 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),0.690921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.663441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.701708 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.668434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.644113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.71347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.643943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.800763 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.632645 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),0.690139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.676738 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.700654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.665077 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.642109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.712416 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.642888 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.79502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.631591 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),0.69825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.677044 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.672312 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.665383 # DEPENDENCYPART_GRANDPAR
