# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(8,17),(17,2),0.279886 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),0.647335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),0.268268 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),0.294164 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),0.344335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.342452 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),0.976394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.852376 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.981445 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),1.41077 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),1.38747 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.85042 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),1.04967 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.878122 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),1.01082 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),1.2484 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),1.10853 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.772661 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),0.822231 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),0.279886 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),0.647335 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),0.268268 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),0.294164 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),0.344335 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),0.342452 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),0.98128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.856539 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.986214 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),1.41611 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),1.39281 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.864454 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),1.05492 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.882286 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),1.02317 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.94748 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),1.10984 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),0.774649 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),0.822849 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),0.280092 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),0.647953 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),0.268474 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),0.294488 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),0.344541 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.342658 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),0.987185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.857812 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.984211 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),1.41715 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),1.39385 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.852946 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),1.06556 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.881996 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),1.01201 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.943328 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),1.26558 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.774539 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),0.822231 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),0.279886 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),0.647335 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),0.268268 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),0.294164 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),0.344335 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),0.342452 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),0.977795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.853203 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.98212 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),1.41271 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),1.38941 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.8514 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),1.05107 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.87895 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),1.01555 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.942973 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),1.26115 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),1.11958 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.298933 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.338305 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.304479 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.293848 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.391442 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.281901 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.371282 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),0.660008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.716154 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),0.905006 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),0.937311 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),0.711061 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),0.789661 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),0.665564 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),0.942107 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),0.757961 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),0.854294 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),0.774315 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),0.6577 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.323123 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.335821 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.290018 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.286719 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.384064 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.27464 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.363904 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),0.659552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.715698 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),0.904551 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),0.936855 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),0.710606 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),0.789205 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),0.665108 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),0.941652 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),0.757505 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),0.853838 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),0.773859 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),0.657244 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.324921 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.284396 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.304479 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.293848 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.391442 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.281901 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.371282 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),0.660008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.716154 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),0.905006 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),0.937311 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),0.711061 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),0.789661 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),0.665564 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),0.942107 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),0.757961 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),0.854294 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),0.774315 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),0.6577 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.320316 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.281717 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.321798 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.286956 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.385518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.27464 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.365357 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),0.659552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),0.715698 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),0.904551 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),0.936855 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),0.710606 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),0.789205 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),0.665108 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),0.941652 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),0.757505 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),0.853838 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),0.773859 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),0.657244 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.323361 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.283509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.324844 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.279434 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.387837 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.275944 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.367677 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),0.659552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.715698 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),0.904551 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),0.936855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),0.710606 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),0.789205 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),0.665108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),0.941652 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),0.757505 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),0.853838 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),0.773859 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),0.657244 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.32334 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.284443 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.324822 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.278731 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.278336 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.27617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.37346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),0.659552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.715698 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),0.904757 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.937061 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.710606 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),0.789205 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),0.665108 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),0.941652 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),0.757505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),0.854044 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),0.773859 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),0.657244 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.319336 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.281717 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.320818 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.277489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.276318 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.373189 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.363904 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),0.659552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.715698 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.904551 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.936855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.710606 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),0.789205 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),0.665108 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),0.941652 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),0.757505 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),0.853838 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),0.773859 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),0.657244 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.32334 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.284443 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.324822 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.278731 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.278336 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.377647 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.26445 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),0.659552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.715698 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.904757 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),0.937061 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),0.710606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),0.789205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),0.665108 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),0.941652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),0.757505 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),0.854044 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),0.773859 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),0.657244 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),0.267894 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),0.269376 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),0.226303 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),0.719968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.955992 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.988297 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.760147 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.838747 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.715278 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.991193 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.807047 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.90528 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.823401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.706786 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),0.26835 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),0.232317 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),0.269832 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),0.228403 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.226759 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.324104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.21468 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.303943 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),0.726624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.783375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.993882 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.762949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.840199 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.718585 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.994614 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.8085 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.910865 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.824854 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.708913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),0.26835 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),0.232317 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),0.269832 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),0.228403 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),0.226759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),0.324104 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),0.21468 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.303943 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),0.726624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.783375 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.97348 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.762949 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.840199 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.718585 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.994614 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.8085 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.910865 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.824854 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.708913 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),0.267894 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),0.269376 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),0.226303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),0.720273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.776114 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.967098 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.999402 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.839895 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.715278 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.999304 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.807047 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.90626 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.824549 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.706786 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),0.2681 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),0.269582 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),0.226422 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),0.724375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.777644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.971497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),1.0038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.773967 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.718003 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.992446 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.808217 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.909284 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.827588 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.708028 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),0.267894 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),0.269376 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),0.226303 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),0.719968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.776114 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.971102 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),1.00341 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.772676 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.849621 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.991193 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.807047 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.909382 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.823401 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.706786 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.267894 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),0.232176 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),0.269376 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),0.226303 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),0.72075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.776114 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.966118 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.998422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.772676 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.849621 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.727087 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.807047 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.90528 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.823401 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.706786 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),0.267894 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),0.269376 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),0.226303 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),0.719968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.776114 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.966355 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.998659 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.772676 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.849621 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.725524 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),1.00625 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.905524 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.823401 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.706786 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),0.26835 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),0.232317 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),0.269832 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),0.228403 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),0.226759 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),0.324104 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),0.21468 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),0.303943 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),0.726624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
