# _root_ Gruča drugih , ki so stali naokoli s kozarci v rokah , je opazovala prizor .
#goldHeads=14,1,4,2,6,4,6,6,8,9,10,4,14,0,14,0,
#predictedHeads=4,4,4,0,6,4,4,4,4,4,4,4,14,4,4,0,
(5,1),(1,5),0.813496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.832582 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),0.688374 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),0.725156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),0.867803 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),0.722335 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),0.867848 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),0.716563 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),0.850873 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),0.893907 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),1.11935 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),0.659198 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.626242 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.311422 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.325053 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),0.813496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.832582 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.688374 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.725156 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),0.867803 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),0.722335 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),0.867848 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),0.716563 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),0.850873 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),0.893907 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),1.11935 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),0.659198 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.628571 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.395836 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.325964 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),0.813496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.832582 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),0.688374 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.725156 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),0.867803 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),0.722335 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),0.867848 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),0.716563 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),0.850873 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),0.893907 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),1.11935 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),0.659198 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.630762 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.397298 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.296653 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),0.813496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.832582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.688374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.725156 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),0.867803 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),0.722335 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),0.867848 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),0.716563 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),0.850873 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),0.893907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),1.11935 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),0.659198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),0.573653 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),0.345086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.244028 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.26437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),0.886733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.740508 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.778685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.926156 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.776907 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.926201 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.768433 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.909387 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.949503 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),1.1777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.711068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),0.874197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.893283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.775404 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.921128 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.77317 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.921173 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.766429 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.901727 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.944761 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),1.17267 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.709064 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),0.876711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.895797 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.752104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.929315 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.776027 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.92936 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.769286 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.904584 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.947618 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),1.18086 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.711921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),0.879004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.89809 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.753674 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.789735 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.775522 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.926431 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.769218 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.903166 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.9462 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),1.17793 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.711178 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),0.877623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.896708 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.753016 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.789077 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.944435 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.930972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.769523 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.904821 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.947855 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),1.18247 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.712158 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),0.879004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.89809 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.753674 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.789735 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.937886 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.786915 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.769218 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.903166 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.9462 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),1.17793 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.711178 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),0.876246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.895332 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.750186 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.786552 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.934641 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.783732 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.934685 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.903432 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.946466 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),1.17488 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.70962 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),0.573653 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),0.345086 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),0.244028 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),0.26437 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),0.886733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.903996 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.752477 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.789445 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.938926 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.787317 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.938971 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.786689 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.949503 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),1.1777 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.711068 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),0.573653 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),0.345086 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),0.244028 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.26437 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),0.886733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.903996 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.752477 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.789445 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.938926 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.787317 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.938971 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.786689 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.927596 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),1.1777 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.711068 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),0.879004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.89809 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.753674 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.789735 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.937886 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.786915 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.937931 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.798196 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.916949 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.959415 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.711178 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),0.573035 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),0.34488 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),0.243822 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),0.264045 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),0.875519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.894605 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.750186 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.7864 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.934488 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.783579 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.934533 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.785143 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.913103 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.955931 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),1.18603 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.516929 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.383959 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.371684 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.443849 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),1.02044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.825723 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),0.825168 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),1.35881 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),0.881516 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),1.31379 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),0.837567 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),1.04612 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),1.11426 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),1.77532 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),0.740096 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.955203 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.369925 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.366574 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.438963 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),1.02044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.825723 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),0.825168 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),1.35881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),0.881516 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),1.31379 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),0.837567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),1.04612 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),1.11426 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),1.77532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),0.740096 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.957533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.502495 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.367485 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.441092 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),1.02044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.825723 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),0.825168 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),1.35881 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),0.881516 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),1.31379 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),0.837567 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),1.04612 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),1.11426 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),1.77532 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),0.740096 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.959723 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.503957 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.355156 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.443931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),1.02044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.825723 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.825168 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),1.35881 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),0.881516 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),1.31379 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),0.837567 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),1.04612 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),1.11426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),1.77532 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),0.740096 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.96035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.503179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.354195 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.359233 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),1.02065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.825929 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.825374 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),1.35943 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.881722 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),1.31441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),0.837773 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),1.04633 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),1.11446 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),1.77594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),0.740302 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),0.901996 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),0.451539 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),0.302326 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.305566 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.378341 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),1.08114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.875415 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),1.41214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.932351 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),1.36712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.887432 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),1.09698 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),1.16511 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),1.82864 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.789962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),0.901996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),0.451539 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),0.302326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.305566 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.378341 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),1.08366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.889453 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),1.42032 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.935208 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),1.3753 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.890289 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),1.09983 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),1.16797 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),1.83683 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.792819 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),0.901996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),0.451539 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),0.302326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),0.305566 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.378341 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),1.08595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.891023 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.889747 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.934702 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),1.37237 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.890221 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),1.09842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),1.16655 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),1.8339 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.792076 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),0.901996 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),0.451539 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),0.302326 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),0.305566 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.378341 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),1.08457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.890364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.889088 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),1.43544 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),1.37692 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.890526 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),1.10007 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),1.16821 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),1.83844 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.793056 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),0.901996 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),0.451539 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),0.302326 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.305566 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.378341 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),1.08595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.891023 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.889747 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),1.42889 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.946095 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.890221 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),1.09842 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),1.16655 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),1.8339 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.792076 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),0.901996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),0.451539 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.302326 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.305566 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.378341 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),1.08319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.887534 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.886564 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),1.42565 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.942912 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),1.38063 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),1.09868 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),1.16682 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),1.83085 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.790518 # DEPENDENCYPART_GRANDPAR
